Field Name,Category,Description,Sheet,Cell
RENT_COMP_1_STATE,Rent Comps,RENT_COMP_1_STATE,Rent Comp Inputs,$I$27
RENT_COMP_1_ZIP_CODE,Rent Comps,RENT_COMP_1_ZIP_CODE,Rent Comp Inputs,$J$27
RENT_COMP_1_LATITUDE,Rent Comps,RENT_COMP_1_LATITUDE,Rent Comp Inputs,$K$27
RENT_COMP_1_LONGITUDE,Rent Comps,RENT_COMP_1_LONGITUDE,Rent Comp Inputs,$L$27
RENT_COMP_1_BUILDING_TYPE,Rent Comps,RENT_COMP_1_BUILDING_TYPE,Rent Comp Inputs,$M$27
RENT_COMP_1_BUILDING_HEIGHT,Rent Comps,RENT_COMP_1_BUILDING_HEIGHT,Rent Comp Inputs,$N$27
RENT_COMP_1_YEAR_BUILT,Rent Comps,RENT_COMP_1_YEAR_BUILT,Rent Comp Inputs,$O$27
RENT_COMP_1_YEAR_RENOVATED,Rent Comps,RENT_COMP_1_YEAR_RENOVATED,Rent Comp Inputs,$P$27
RENT_COMP_1_LOCATION_CLASS,Rent Comps,RENT_COMP_1_LOCATION_CLASS,Rent Comp Inputs,$Q$27
RENT_COMP_1_PRODUCT_CLASS,Rent Comps,RENT_COMP_1_PRODUCT_CLASS,Rent Comp Inputs,$R$27
RENT_COMP_1_UNITS,Rent Comps,RENT_COMP_1_UNITS,Rent Comp Inputs,$S$27
RENT_COMP_1_AVG_NRSF,Rent Comps,RENT_COMP_1_AVG_NRSF,Rent Comp Inputs,$T$27
RENT_COMP_1_EMPIRICAL_RENT,Rent Comps,RENT_COMP_1_EMPIRICAL_RENT,Rent Comp Inputs,$U$27
RENT_COMP_1_RENT_NRSF,Rent Comps,RENT_COMP_1_RENT_NRSF,Rent Comp Inputs,$V$27
RENT_COMP_2_PROPERTY_NAME,Rent Comps,RENT_COMP_2_PROPERTY_NAME,Rent Comp Inputs,$E$28
RENT_COMP_2_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_2_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$28
RENT_COMP_2_STREET_ADDRESS,Rent Comps,RENT_COMP_2_STREET_ADDRESS,Rent Comp Inputs,$G$28
RENT_COMP_2_CITY,Rent Comps,RENT_COMP_2_CITY,Rent Comp Inputs,$H$28
RENT_COMP_2_STATE,Rent Comps,RENT_COMP_2_STATE,Rent Comp Inputs,$I$28
RENT_COMP_2_ZIP_CODE,Rent Comps,RENT_COMP_2_ZIP_CODE,Rent Comp Inputs,$J$28
RENT_COMP_2_LATITUDE,Rent Comps,RENT_COMP_2_LATITUDE,Rent Comp Inputs,$K$28
RENT_COMP_2_LONGITUDE,Rent Comps,RENT_COMP_2_LONGITUDE,Rent Comp Inputs,$L$28
RENT_COMP_2_BUILDING_TYPE,Rent Comps,RENT_COMP_2_BUILDING_TYPE,Rent Comp Inputs,$M$28
RENT_COMP_2_BUILDING_HEIGHT,Rent Comps,RENT_COMP_2_BUILDING_HEIGHT,Rent Comp Inputs,$N$28
RENT_COMP_2_YEAR_BUILT,Rent Comps,RENT_COMP_2_YEAR_BUILT,Rent Comp Inputs,$O$28
RENT_COMP_2_YEAR_RENOVATED,Rent Comps,RENT_COMP_2_YEAR_RENOVATED,Rent Comp Inputs,$P$28
RENT_COMP_2_LOCATION_CLASS,Rent Comps,RENT_COMP_2_LOCATION_CLASS,Rent Comp Inputs,$Q$28
RENT_COMP_2_PRODUCT_CLASS,Rent Comps,RENT_COMP_2_PRODUCT_CLASS,Rent Comp Inputs,$R$28
RENT_COMP_2_UNITS,Rent Comps,RENT_COMP_2_UNITS,Rent Comp Inputs,$S$28
RENT_COMP_2_AVG_NRSF,Rent Comps,RENT_COMP_2_AVG_NRSF,Rent Comp Inputs,$T$28
RENT_COMP_2_EMPIRICAL_RENT,Rent Comps,RENT_COMP_2_EMPIRICAL_RENT,Rent Comp Inputs,$U$28
RENT_COMP_2_RENT_NRSF,Rent Comps,RENT_COMP_2_RENT_NRSF,Rent Comp Inputs,$V$28
RENT_COMP_3_PROPERTY_NAME,Rent Comps,RENT_COMP_3_PROPERTY_NAME,Rent Comp Inputs,$E$29
RENT_COMP_3_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_3_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$29
RENT_COMP_3_STREET_ADDRESS,Rent Comps,RENT_COMP_3_STREET_ADDRESS,Rent Comp Inputs,$G$29
RENT_COMP_3_CITY,Rent Comps,RENT_COMP_3_CITY,Rent Comp Inputs,$H$29
RENT_COMP_3_STATE,Rent Comps,RENT_COMP_3_STATE,Rent Comp Inputs,$I$29
RENT_COMP_3_ZIP_CODE,Rent Comps,RENT_COMP_3_ZIP_CODE,Rent Comp Inputs,$J$29
RENT_COMP_3_LATITUDE,Rent Comps,RENT_COMP_3_LATITUDE,Rent Comp Inputs,$K$29
RENT_COMP_3_LONGITUDE,Rent Comps,RENT_COMP_3_LONGITUDE,Rent Comp Inputs,$L$29
RENT_COMP_3_BUILDING_TYPE,Rent Comps,RENT_COMP_3_BUILDING_TYPE,Rent Comp Inputs,$M$29
RENT_COMP_3_BUILDING_HEIGHT,Rent Comps,RENT_COMP_3_BUILDING_HEIGHT,Rent Comp Inputs,$N$29
RENT_COMP_3_YEAR_BUILT,Rent Comps,RENT_COMP_3_YEAR_BUILT,Rent Comp Inputs,$O$29
RENT_COMP_3_YEAR_RENOVATED,Rent Comps,RENT_COMP_3_YEAR_RENOVATED,Rent Comp Inputs,$P$29
RENT_COMP_3_LOCATION_CLASS,Rent Comps,RENT_COMP_3_LOCATION_CLASS,Rent Comp Inputs,$Q$29
RENT_COMP_3_PRODUCT_CLASS,Rent Comps,RENT_COMP_3_PRODUCT_CLASS,Rent Comp Inputs,$R$29
RENT_COMP_3_UNITS,Rent Comps,RENT_COMP_3_UNITS,Rent Comp Inputs,$S$29
RENT_COMP_3_AVG_NRSF,Rent Comps,RENT_COMP_3_AVG_NRSF,Rent Comp Inputs,$T$29
RENT_COMP_3_EMPIRICAL_RENT,Rent Comps,RENT_COMP_3_EMPIRICAL_RENT,Rent Comp Inputs,$U$29
RENT_COMP_3_RENT_NRSF,Rent Comps,RENT_COMP_3_RENT_NRSF,Rent Comp Inputs,$V$29
RENT_COMP_4_PROPERTY_NAME,Rent Comps,RENT_COMP_4_PROPERTY_NAME,Rent Comp Inputs,$E$30
RENT_COMP_4_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_4_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$30
RENT_COMP_4_STREET_ADDRESS,Rent Comps,RENT_COMP_4_STREET_ADDRESS,Rent Comp Inputs,$G$30
RENT_COMP_4_CITY,Rent Comps,RENT_COMP_4_CITY,Rent Comp Inputs,$H$30
RENT_COMP_4_STATE,Rent Comps,RENT_COMP_4_STATE,Rent Comp Inputs,$I$30
RENT_COMP_4_ZIP_CODE,Rent Comps,RENT_COMP_4_ZIP_CODE,Rent Comp Inputs,$J$30
RENT_COMP_4_LATITUDE,Rent Comps,RENT_COMP_4_LATITUDE,Rent Comp Inputs,$K$30
RENT_COMP_4_LONGITUDE,Rent Comps,RENT_COMP_4_LONGITUDE,Rent Comp Inputs,$L$30
RENT_COMP_4_BUILDING_TYPE,Rent Comps,RENT_COMP_4_BUILDING_TYPE,Rent Comp Inputs,$M$30
RENT_COMP_4_BUILDING_HEIGHT,Rent Comps,RENT_COMP_4_BUILDING_HEIGHT,Rent Comp Inputs,$N$30
RENT_COMP_4_YEAR_BUILT,Rent Comps,RENT_COMP_4_YEAR_BUILT,Rent Comp Inputs,$O$30
RENT_COMP_4_YEAR_RENOVATED,Rent Comps,RENT_COMP_4_YEAR_RENOVATED,Rent Comp Inputs,$P$30
RENT_COMP_4_LOCATION_CLASS,Rent Comps,RENT_COMP_4_LOCATION_CLASS,Rent Comp Inputs,$Q$30
RENT_COMP_4_PRODUCT_CLASS,Rent Comps,RENT_COMP_4_PRODUCT_CLASS,Rent Comp Inputs,$R$30
RENT_COMP_4_UNITS,Rent Comps,RENT_COMP_4_UNITS,Rent Comp Inputs,$S$30
RENT_COMP_4_AVG_NRSF,Rent Comps,RENT_COMP_4_AVG_NRSF,Rent Comp Inputs,$T$30
RENT_COMP_4_EMPIRICAL_RENT,Rent Comps,RENT_COMP_4_EMPIRICAL_RENT,Rent Comp Inputs,$U$30
RENT_COMP_4_RENT_NRSF,Rent Comps,RENT_COMP_4_RENT_NRSF,Rent Comp Inputs,$V$30
RENT_COMP_5_PROPERTY_NAME,Rent Comps,RENT_COMP_5_PROPERTY_NAME,Rent Comp Inputs,$E$31
RENT_COMP_5_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_5_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$31
RENT_COMP_5_STREET_ADDRESS,Rent Comps,RENT_COMP_5_STREET_ADDRESS,Rent Comp Inputs,$G$31
RENT_COMP_5_CITY,Rent Comps,RENT_COMP_5_CITY,Rent Comp Inputs,$H$31
RENT_COMP_5_STATE,Rent Comps,RENT_COMP_5_STATE,Rent Comp Inputs,$I$31
RENT_COMP_5_ZIP_CODE,Rent Comps,RENT_COMP_5_ZIP_CODE,Rent Comp Inputs,$J$31
RENT_COMP_5_LATITUDE,Rent Comps,RENT_COMP_5_LATITUDE,Rent Comp Inputs,$K$31
RENT_COMP_5_LONGITUDE,Rent Comps,RENT_COMP_5_LONGITUDE,Rent Comp Inputs,$L$31
RENT_COMP_5_BUILDING_TYPE,Rent Comps,RENT_COMP_5_BUILDING_TYPE,Rent Comp Inputs,$M$31
RENT_COMP_5_BUILDING_HEIGHT,Rent Comps,RENT_COMP_5_BUILDING_HEIGHT,Rent Comp Inputs,$N$31
RENT_COMP_5_YEAR_BUILT,Rent Comps,RENT_COMP_5_YEAR_BUILT,Rent Comp Inputs,$O$31
RENT_COMP_5_YEAR_RENOVATED,Rent Comps,RENT_COMP_5_YEAR_RENOVATED,Rent Comp Inputs,$P$31
RENT_COMP_5_LOCATION_CLASS,Rent Comps,RENT_COMP_5_LOCATION_CLASS,Rent Comp Inputs,$Q$31
RENT_COMP_5_PRODUCT_CLASS,Rent Comps,RENT_COMP_5_PRODUCT_CLASS,Rent Comp Inputs,$R$31
RENT_COMP_5_UNITS,Rent Comps,RENT_COMP_5_UNITS,Rent Comp Inputs,$S$31
RENT_COMP_5_AVG_NRSF,Rent Comps,RENT_COMP_5_AVG_NRSF,Rent Comp Inputs,$T$31
RENT_COMP_5_EMPIRICAL_RENT,Rent Comps,RENT_COMP_5_EMPIRICAL_RENT,Rent Comp Inputs,$U$31
RENT_COMP_5_RENT_NRSF,Rent Comps,RENT_COMP_5_RENT_NRSF,Rent Comp Inputs,$V$31
RENT_COMP_6_PROPERTY_NAME,Rent Comps,RENT_COMP_6_PROPERTY_NAME,Rent Comp Inputs,$E$32
RENT_COMP_6_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_6_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$32
RENT_COMP_6_STREET_ADDRESS,Rent Comps,RENT_COMP_6_STREET_ADDRESS,Rent Comp Inputs,$G$32
RENT_COMP_6_CITY,Rent Comps,RENT_COMP_6_CITY,Rent Comp Inputs,$H$32
RENT_COMP_6_STATE,Rent Comps,RENT_COMP_6_STATE,Rent Comp Inputs,$I$32
RENT_COMP_6_ZIP_CODE,Rent Comps,RENT_COMP_6_ZIP_CODE,Rent Comp Inputs,$J$32
RENT_COMP_6_LATITUDE,Rent Comps,RENT_COMP_6_LATITUDE,Rent Comp Inputs,$K$32
RENT_COMP_6_LONGITUDE,Rent Comps,RENT_COMP_6_LONGITUDE,Rent Comp Inputs,$L$32
RENT_COMP_6_BUILDING_TYPE,Rent Comps,RENT_COMP_6_BUILDING_TYPE,Rent Comp Inputs,$M$32
RENT_COMP_6_BUILDING_HEIGHT,Rent Comps,RENT_COMP_6_BUILDING_HEIGHT,Rent Comp Inputs,$N$32
RENT_COMP_6_YEAR_BUILT,Rent Comps,RENT_COMP_6_YEAR_BUILT,Rent Comp Inputs,$O$32
RENT_COMP_6_YEAR_RENOVATED,Rent Comps,RENT_COMP_6_YEAR_RENOVATED,Rent Comp Inputs,$P$32
RENT_COMP_6_LOCATION_CLASS,Rent Comps,RENT_COMP_6_LOCATION_CLASS,Rent Comp Inputs,$Q$32
RENT_COMP_6_PRODUCT_CLASS,Rent Comps,RENT_COMP_6_PRODUCT_CLASS,Rent Comp Inputs,$R$32
RENT_COMP_6_UNITS,Rent Comps,RENT_COMP_6_UNITS,Rent Comp Inputs,$S$32
RENT_COMP_6_AVG_NRSF,Rent Comps,RENT_COMP_6_AVG_NRSF,Rent Comp Inputs,$T$32
RENT_COMP_6_EMPIRICAL_RENT,Rent Comps,RENT_COMP_6_EMPIRICAL_RENT,Rent Comp Inputs,$U$32
RENT_COMP_6_RENT_NRSF,Rent Comps,RENT_COMP_6_RENT_NRSF,Rent Comp Inputs,$V$32
RENT_COMP_7_PROPERTY_NAME,Rent Comps,RENT_COMP_7_PROPERTY_NAME,Rent Comp Inputs,$E$33
RENT_COMP_7_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_7_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$33
RENT_COMP_7_STREET_ADDRESS,Rent Comps,RENT_COMP_7_STREET_ADDRESS,Rent Comp Inputs,$G$33
RENT_COMP_7_CITY,Rent Comps,RENT_COMP_7_CITY,Rent Comp Inputs,$H$33
RENT_COMP_7_STATE,Rent Comps,RENT_COMP_7_STATE,Rent Comp Inputs,$I$33
RENT_COMP_7_ZIP_CODE,Rent Comps,RENT_COMP_7_ZIP_CODE,Rent Comp Inputs,$J$33
RENT_COMP_7_LATITUDE,Rent Comps,RENT_COMP_7_LATITUDE,Rent Comp Inputs,$K$33
RENT_COMP_7_LONGITUDE,Rent Comps,RENT_COMP_7_LONGITUDE,Rent Comp Inputs,$L$33
RENT_COMP_7_BUILDING_TYPE,Rent Comps,RENT_COMP_7_BUILDING_TYPE,Rent Comp Inputs,$M$33
RENT_COMP_7_BUILDING_HEIGHT,Rent Comps,RENT_COMP_7_BUILDING_HEIGHT,Rent Comp Inputs,$N$33
RENT_COMP_7_YEAR_BUILT,Rent Comps,RENT_COMP_7_YEAR_BUILT,Rent Comp Inputs,$O$33
RENT_COMP_7_YEAR_RENOVATED,Rent Comps,RENT_COMP_7_YEAR_RENOVATED,Rent Comp Inputs,$P$33
RENT_COMP_7_LOCATION_CLASS,Rent Comps,RENT_COMP_7_LOCATION_CLASS,Rent Comp Inputs,$Q$33
RENT_COMP_7_PRODUCT_CLASS,Rent Comps,RENT_COMP_7_PRODUCT_CLASS,Rent Comp Inputs,$R$33
RENT_COMP_7_UNITS,Rent Comps,RENT_COMP_7_UNITS,Rent Comp Inputs,$S$33
RENT_COMP_7_AVG_NRSF,Rent Comps,RENT_COMP_7_AVG_NRSF,Rent Comp Inputs,$T$33
RENT_COMP_7_EMPIRICAL_RENT,Rent Comps,RENT_COMP_7_EMPIRICAL_RENT,Rent Comp Inputs,$U$33
RENT_COMP_7_RENT_NRSF,Rent Comps,RENT_COMP_7_RENT_NRSF,Rent Comp Inputs,$V$33
RENT_COMP_8_PROPERTY_NAME,Rent Comps,RENT_COMP_8_PROPERTY_NAME,Rent Comp Inputs,$E$34
RENT_COMP_8_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_8_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$34
RENT_COMP_8_STREET_ADDRESS,Rent Comps,RENT_COMP_8_STREET_ADDRESS,Rent Comp Inputs,$G$34
RENT_COMP_8_CITY,Rent Comps,RENT_COMP_8_CITY,Rent Comp Inputs,$H$34
RENT_COMP_8_STATE,Rent Comps,RENT_COMP_8_STATE,Rent Comp Inputs,$I$34
RENT_COMP_8_ZIP_CODE,Rent Comps,RENT_COMP_8_ZIP_CODE,Rent Comp Inputs,$J$34
RENT_COMP_8_LATITUDE,Rent Comps,RENT_COMP_8_LATITUDE,Rent Comp Inputs,$K$34
RENT_COMP_8_LONGITUDE,Rent Comps,RENT_COMP_8_LONGITUDE,Rent Comp Inputs,$L$34
RENT_COMP_8_BUILDING_TYPE,Rent Comps,RENT_COMP_8_BUILDING_TYPE,Rent Comp Inputs,$M$34
RENT_COMP_8_BUILDING_HEIGHT,Rent Comps,RENT_COMP_8_BUILDING_HEIGHT,Rent Comp Inputs,$N$34
RENT_COMP_8_YEAR_BUILT,Rent Comps,RENT_COMP_8_YEAR_BUILT,Rent Comp Inputs,$O$34
RENT_COMP_8_YEAR_RENOVATED,Rent Comps,RENT_COMP_8_YEAR_RENOVATED,Rent Comp Inputs,$P$34
RENT_COMP_8_LOCATION_CLASS,Rent Comps,RENT_COMP_8_LOCATION_CLASS,Rent Comp Inputs,$Q$34
RENT_COMP_8_PRODUCT_CLASS,Rent Comps,RENT_COMP_8_PRODUCT_CLASS,Rent Comp Inputs,$R$34
RENT_COMP_8_UNITS,Rent Comps,RENT_COMP_8_UNITS,Rent Comp Inputs,$S$34
RENT_COMP_8_AVG_NRSF,Rent Comps,RENT_COMP_8_AVG_NRSF,Rent Comp Inputs,$T$34
RENT_COMP_8_EMPIRICAL_RENT,Rent Comps,RENT_COMP_8_EMPIRICAL_RENT,Rent Comp Inputs,$U$34
RENT_COMP_8_RENT_NRSF,Rent Comps,RENT_COMP_8_RENT_NRSF,Rent Comp Inputs,$V$34
RENT_COMP_9_PROPERTY_NAME,Rent Comps,RENT_COMP_9_PROPERTY_NAME,Rent Comp Inputs,$E$35
RENT_COMP_9_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_9_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$35
RENT_COMP_9_STREET_ADDRESS,Rent Comps,RENT_COMP_9_STREET_ADDRESS,Rent Comp Inputs,$G$35
RENT_COMP_9_CITY,Rent Comps,RENT_COMP_9_CITY,Rent Comp Inputs,$H$35
RENT_COMP_9_STATE,Rent Comps,RENT_COMP_9_STATE,Rent Comp Inputs,$I$35
RENT_COMP_9_ZIP_CODE,Rent Comps,RENT_COMP_9_ZIP_CODE,Rent Comp Inputs,$J$35
RENT_COMP_9_LATITUDE,Rent Comps,RENT_COMP_9_LATITUDE,Rent Comp Inputs,$K$35
RENT_COMP_9_LONGITUDE,Rent Comps,RENT_COMP_9_LONGITUDE,Rent Comp Inputs,$L$35
RENT_COMP_9_BUILDING_TYPE,Rent Comps,RENT_COMP_9_BUILDING_TYPE,Rent Comp Inputs,$M$35
RENT_COMP_9_BUILDING_HEIGHT,Rent Comps,RENT_COMP_9_BUILDING_HEIGHT,Rent Comp Inputs,$N$35
RENT_COMP_9_YEAR_BUILT,Rent Comps,RENT_COMP_9_YEAR_BUILT,Rent Comp Inputs,$O$35
RENT_COMP_9_YEAR_RENOVATED,Rent Comps,RENT_COMP_9_YEAR_RENOVATED,Rent Comp Inputs,$P$35
RENT_COMP_9_LOCATION_CLASS,Rent Comps,RENT_COMP_9_LOCATION_CLASS,Rent Comp Inputs,$Q$35
RENT_COMP_9_PRODUCT_CLASS,Rent Comps,RENT_COMP_9_PRODUCT_CLASS,Rent Comp Inputs,$R$35
RENT_COMP_9_UNITS,Rent Comps,RENT_COMP_9_UNITS,Rent Comp Inputs,$S$35
RENT_COMP_9_AVG_NRSF,Rent Comps,RENT_COMP_9_AVG_NRSF,Rent Comp Inputs,$T$35
RENT_COMP_9_EMPIRICAL_RENT,Rent Comps,RENT_COMP_9_EMPIRICAL_RENT,Rent Comp Inputs,$U$35
RENT_COMP_9_RENT_NRSF,Rent Comps,RENT_COMP_9_RENT_NRSF,Rent Comp Inputs,$V$35
RENT_COMP_10_PROPERTY_NAME,Rent Comps,RENT_COMP_10_PROPERTY_NAME,Rent Comp Inputs,$E$36
RENT_COMP_10_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_10_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$36
RENT_COMP_10_STREET_ADDRESS,Rent Comps,RENT_COMP_10_STREET_ADDRESS,Rent Comp Inputs,$G$36
RENT_COMP_10_CITY,Rent Comps,RENT_COMP_10_CITY,Rent Comp Inputs,$H$36
RENT_COMP_10_STATE,Rent Comps,RENT_COMP_10_STATE,Rent Comp Inputs,$I$36
RENT_COMP_10_ZIP_CODE,Rent Comps,RENT_COMP_10_ZIP_CODE,Rent Comp Inputs,$J$36
RENT_COMP_10_LATITUDE,Rent Comps,RENT_COMP_10_LATITUDE,Rent Comp Inputs,$K$36
RENT_COMP_10_LONGITUDE,Rent Comps,RENT_COMP_10_LONGITUDE,Rent Comp Inputs,$L$36
RENT_COMP_10_BUILDING_TYPE,Rent Comps,RENT_COMP_10_BUILDING_TYPE,Rent Comp Inputs,$M$36
RENT_COMP_10_BUILDING_HEIGHT,Rent Comps,RENT_COMP_10_BUILDING_HEIGHT,Rent Comp Inputs,$N$36
RENT_COMP_10_YEAR_BUILT,Rent Comps,RENT_COMP_10_YEAR_BUILT,Rent Comp Inputs,$O$36
RENT_COMP_10_YEAR_RENOVATED,Rent Comps,RENT_COMP_10_YEAR_RENOVATED,Rent Comp Inputs,$P$36
RENT_COMP_10_LOCATION_CLASS,Rent Comps,RENT_COMP_10_LOCATION_CLASS,Rent Comp Inputs,$Q$36
RENT_COMP_10_PRODUCT_CLASS,Rent Comps,RENT_COMP_10_PRODUCT_CLASS,Rent Comp Inputs,$R$36
RENT_COMP_10_UNITS,Rent Comps,RENT_COMP_10_UNITS,Rent Comp Inputs,$S$36
RENT_COMP_10_AVG_NRSF,Rent Comps,RENT_COMP_10_AVG_NRSF,Rent Comp Inputs,$T$36
RENT_COMP_10_EMPIRICAL_RENT,Rent Comps,RENT_COMP_10_EMPIRICAL_RENT,Rent Comp Inputs,$U$36
RENT_COMP_10_RENT_NRSF,Rent Comps,RENT_COMP_10_RENT_NRSF,Rent Comp Inputs,$V$36
RENT_COMP_11_PROPERTY_NAME,Rent Comps,RENT_COMP_11_PROPERTY_NAME,Rent Comp Inputs,$E$37
RENT_COMP_11_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_11_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$37
RENT_COMP_11_STREET_ADDRESS,Rent Comps,RENT_COMP_11_STREET_ADDRESS,Rent Comp Inputs,$G$37
RENT_COMP_11_CITY,Rent Comps,RENT_COMP_11_CITY,Rent Comp Inputs,$H$37
RENT_COMP_11_STATE,Rent Comps,RENT_COMP_11_STATE,Rent Comp Inputs,$I$37
RENT_COMP_11_ZIP_CODE,Rent Comps,RENT_COMP_11_ZIP_CODE,Rent Comp Inputs,$J$37
RENT_COMP_11_LATITUDE,Rent Comps,RENT_COMP_11_LATITUDE,Rent Comp Inputs,$K$37
RENT_COMP_11_LONGITUDE,Rent Comps,RENT_COMP_11_LONGITUDE,Rent Comp Inputs,$L$37
RENT_COMP_11_BUILDING_TYPE,Rent Comps,RENT_COMP_11_BUILDING_TYPE,Rent Comp Inputs,$M$37
RENT_COMP_11_BUILDING_HEIGHT,Rent Comps,RENT_COMP_11_BUILDING_HEIGHT,Rent Comp Inputs,$N$37
RENT_COMP_11_YEAR_BUILT,Rent Comps,RENT_COMP_11_YEAR_BUILT,Rent Comp Inputs,$O$37
RENT_COMP_11_YEAR_RENOVATED,Rent Comps,RENT_COMP_11_YEAR_RENOVATED,Rent Comp Inputs,$P$37
RENT_COMP_11_LOCATION_CLASS,Rent Comps,RENT_COMP_11_LOCATION_CLASS,Rent Comp Inputs,$Q$37
RENT_COMP_11_PRODUCT_CLASS,Rent Comps,RENT_COMP_11_PRODUCT_CLASS,Rent Comp Inputs,$R$37
RENT_COMP_11_UNITS,Rent Comps,RENT_COMP_11_UNITS,Rent Comp Inputs,$S$37
RENT_COMP_11_AVG_NRSF,Rent Comps,RENT_COMP_11_AVG_NRSF,Rent Comp Inputs,$T$37
RENT_COMP_11_EMPIRICAL_RENT,Rent Comps,RENT_COMP_11_EMPIRICAL_RENT,Rent Comp Inputs,$U$37
RENT_COMP_11_RENT_NRSF,Rent Comps,RENT_COMP_11_RENT_NRSF,Rent Comp Inputs,$V$37
RENT_COMP_12_PROPERTY_NAME,Rent Comps,RENT_COMP_12_PROPERTY_NAME,Rent Comp Inputs,$E$38
RENT_COMP_12_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_12_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$38
RENT_COMP_12_STREET_ADDRESS,Rent Comps,RENT_COMP_12_STREET_ADDRESS,Rent Comp Inputs,$G$38
RENT_COMP_12_CITY,Rent Comps,RENT_COMP_12_CITY,Rent Comp Inputs,$H$38
RENT_COMP_12_STATE,Rent Comps,RENT_COMP_12_STATE,Rent Comp Inputs,$I$38
RENT_COMP_12_ZIP_CODE,Rent Comps,RENT_COMP_12_ZIP_CODE,Rent Comp Inputs,$J$38
RENT_COMP_12_LATITUDE,Rent Comps,RENT_COMP_12_LATITUDE,Rent Comp Inputs,$K$38
RENT_COMP_12_LONGITUDE,Rent Comps,RENT_COMP_12_LONGITUDE,Rent Comp Inputs,$L$38
RENT_COMP_12_BUILDING_TYPE,Rent Comps,RENT_COMP_12_BUILDING_TYPE,Rent Comp Inputs,$M$38
RENT_COMP_12_BUILDING_HEIGHT,Rent Comps,RENT_COMP_12_BUILDING_HEIGHT,Rent Comp Inputs,$N$38
RENT_COMP_12_YEAR_BUILT,Rent Comps,RENT_COMP_12_YEAR_BUILT,Rent Comp Inputs,$O$38
RENT_COMP_12_YEAR_RENOVATED,Rent Comps,RENT_COMP_12_YEAR_RENOVATED,Rent Comp Inputs,$P$38
RENT_COMP_12_LOCATION_CLASS,Rent Comps,RENT_COMP_12_LOCATION_CLASS,Rent Comp Inputs,$Q$38
RENT_COMP_12_PRODUCT_CLASS,Rent Comps,RENT_COMP_12_PRODUCT_CLASS,Rent Comp Inputs,$R$38
RENT_COMP_12_UNITS,Rent Comps,RENT_COMP_12_UNITS,Rent Comp Inputs,$S$38
RENT_COMP_12_AVG_NRSF,Rent Comps,RENT_COMP_12_AVG_NRSF,Rent Comp Inputs,$T$38
RENT_COMP_12_EMPIRICAL_RENT,Rent Comps,RENT_COMP_12_EMPIRICAL_RENT,Rent Comp Inputs,$U$38
RENT_COMP_12_RENT_NRSF,Rent Comps,RENT_COMP_12_RENT_NRSF,Rent Comp Inputs,$V$38
RENT_COMP_13_PROPERTY_NAME,Rent Comps,RENT_COMP_13_PROPERTY_NAME,Rent Comp Inputs,$E$39
RENT_COMP_13_DISTANCE_TO_SUBJECT,Rent Comps,RENT_COMP_13_DISTANCE_TO_SUBJECT,Rent Comp Inputs,$F$39
RENT_COMP_13_STREET_ADDRESS,Rent Comps,RENT_COMP_13_STREET_ADDRESS,Rent Comp Inputs,$G$39
RENT_COMP_13_CITY,Rent Comps,RENT_COMP_13_CITY,Rent Comp Inputs,$H$39
RENT_COMP_13_STATE,Rent Comps,RENT_COMP_13_STATE,Rent Comp Inputs,$I$39
RENT_COMP_13_ZIP_CODE,Rent Comps,RENT_COMP_13_ZIP_CODE,Rent Comp Inputs,$J$39
RENT_COMP_13_LATITUDE,Rent Comps,RENT_COMP_13_LATITUDE,Rent Comp Inputs,$K$39
RENT_COMP_13_LONGITUDE,Rent Comps,RENT_COMP_13_LONGITUDE,Rent Comp Inputs,$L$39
RENT_COMP_13_BUILDING_TYPE,Rent Comps,RENT_COMP_13_BUILDING_TYPE,Rent Comp Inputs,$M$39
RENT_COMP_13_BUILDING_HEIGHT,Rent Comps,RENT_COMP_13_BUILDING_HEIGHT,Rent Comp Inputs,$N$39
RENT_COMP_13_YEAR_BUILT,Rent Comps,RENT_COMP_13_YEAR_BUILT,Rent Comp Inputs,$O$39
